sk_cid;cd_cid;ds_cid;dt_carga
422;b060;rubéola com complicações neurológicas;2025-10-04 02:54:51
423;b068;rubéola com outras complicações;2025-10-04 02:54:51
424;b069;rubéola sem complicação;2025-10-04 02:54:51
425;b07;verrugas de origem viral;2025-10-04 02:54:51
426;b080;outras infecções por ortopoxvírus;2025-10-04 02:54:51
427;b081;molusco contagioso;2025-10-04 02:54:51
428;b082;exantema súbito [sexta doença];2025-10-04 02:54:51
429;b083;eritema infeccioso [quinta doença];2025-10-04 02:54:51
430;b084;estomatite vesicular devida a enterovírus com exantema;2025-10-04 02:54:51
431;b085;faringite vesicular devida a enterovírus;2025-10-04 02:54:51
432;b088;outras infecções virais especificadas caracterizadas por lesões de pele e das membranas mucosas;2025-10-04 02:54:51
433;b09;infecção viral não especificada caracterizada por lesões da pele e membranas mucosas;2025-10-04 02:54:51
434;b150;hepatite a com coma hepático;2025-10-04 02:54:51
435;b159;hepatite a sem coma hepático;2025-10-04 02:54:51
436;b160;hepatite aguda b com agente delta (co-infecção), com coma hepático;2025-10-04 02:54:51
437;b161;hepatite aguda b com agente delta, (co-infecção), sem coma hepático;2025-10-04 02:54:51
438;b162;hepatite aguda b sem agente delta, com coma hepático;2025-10-04 02:54:51
439;b169;hepatite aguda b sem agente delta e sem coma hepático;2025-10-04 02:54:51
440;b170;(super)infecção delta aguda de portador de hepatite b;2025-10-04 02:54:51
441;b171;hepatite aguda c;2025-10-04 02:54:51
442;b172;hepatite aguda e;2025-10-04 02:54:51
443;b178;outras hepatites virais agudas especificadas;2025-10-04 02:54:51
444;b180;hepatite viral crônica b com agente delta;2025-10-04 02:54:51
445;b181;hepatite crônica viral b sem agente delta;2025-10-04 02:54:51
446;b182;hepatite viral crônica c;2025-10-04 02:54:51
447;b188;outras hepatites crônicas virais;2025-10-04 02:54:51
448;b189;hepatite viral crônica não especificada;2025-10-04 02:54:51
449;b190;hepatite viral, não especificada, com coma;2025-10-04 02:54:51
450;b199;hepatite viral, não especificada, sem coma;2025-10-04 02:54:51
451;b200;doença pelo hiv resultando em infecções micobacterianas;2025-10-04 02:54:51
452;b201;doença pelo hiv resultando em outras infecções bacterianas;2025-10-04 02:54:51
453;b202;doença pelo hiv resultando em doença citomegálica;2025-10-04 02:54:51
454;b203;doença pelo hiv resultando em outras infecções virais;2025-10-04 02:54:51
455;b204;doença pelo hiv resultando em candidíase;2025-10-04 02:54:51
456;b205;doença pelo hiv resultando em outras micoses;2025-10-04 02:54:51
457;b206;doença pelo hiv resultando em pneumonia por pneumocystis jirovecii;2025-10-04 02:54:51
458;b207;doença pelo hiv resultando em infecções múltiplas;2025-10-04 02:54:51
459;b208;doença pelo hiv resultando em outras doenças infecciosas e parasitárias;2025-10-04 02:54:51
460;b209;doença pelo hiv resultando em doença infecciosa ou parasitária não especificada;2025-10-04 02:54:51
461;b210;doença pelo hiv resultando em sarcoma de kaposi;2025-10-04 02:54:51
462;b211;doença pelo hiv resultando em linfoma de burkitt;2025-10-04 02:54:51
463;b212;doença pelo hiv resultando em outros tipos de linfoma não-hodgkin;2025-10-04 02:54:51
464;b213;doença pelo hiv resultando em outras neoplasias malignas dos tecidos linfático, hematopoético e correlatos;2025-10-04 02:54:51
465;b217;doença pelo hiv resultando em múltiplas neoplasias malignas;2025-10-04 02:54:51
466;b218;doença pelo hiv resultando em outras neoplasias malignas;2025-10-04 02:54:51
467;b219;doença pelo hiv resultando em neoplasia maligna não especificada;2025-10-04 02:54:51
468;b220;doença pelo hiv resultando em encefalopatia;2025-10-04 02:54:51
469;b221;doença pelo hiv resultando em pneumonite intersticial linfática;2025-10-04 02:54:51
470;b222;doença pelo hiv resultando em síndrome de emaciação;2025-10-04 02:54:51
471;b227;doença pelo hiv resultando em doenças múltiplas classificadas em outra parte;2025-10-04 02:54:51
472;b230;síndrome de infecção aguda pelo hiv;2025-10-04 02:54:51
473;b231;doença pelo hiv resultando em linfadenopatias generalizadas (persistentes);2025-10-04 02:54:51
474;b232;doença pelo hiv resultando em anomalias hematológicas e imunológicas não classificadas em outra parte;2025-10-04 02:54:51
475;b238;doença pelo hiv resultando em outra afecções especificadas;2025-10-04 02:54:51
476;b24;doença pelo vírus da imunodeficiência humana [hiv] não especificada;2025-10-04 02:54:51
477;b250;pneumonite por citomegalovírus;2025-10-04 02:54:51
478;b251;hepatite por citomegalovírus;2025-10-04 02:54:51
479;b252;pancreatite por citomegalovírus;2025-10-04 02:54:51
480;b258;outras doenças por citomegalovírus;2025-10-04 02:54:51
481;b259;doença não especificada por citomegalovírus;2025-10-04 02:54:51
482;b260;orquite por caxumba [parotidite epidêmica];2025-10-04 02:54:51
483;b261;meningite por caxumba [parotidite epidêmica];2025-10-04 02:54:51
484;b262;encefalite por caxumba [parotidite epidêmica];2025-10-04 02:54:51
485;b263;pancreatite por caxumba [parotidite epidêmica];2025-10-04 02:54:51
486;b268;caxumba [parotidite epidêmica] com outras complicações;2025-10-04 02:54:51
487;b269;caxumba [parotidite epidêmica] sem complicações;2025-10-04 02:54:51
488;b270;mononucleose pelo vírus herpes gama;2025-10-04 02:54:51
489;b271;mononucleose por citomegalovírus;2025-10-04 02:54:51
490;b278;outras mononucleoses infecciosas;2025-10-04 02:54:51
491;b279;mononucleose infecciosa não especificada;2025-10-04 02:54:51
492;b300;ceratoconjuntivite devida a adenovírus;2025-10-04 02:54:51
493;b301;conjuntivite devida a adenovírus;2025-10-04 02:54:51
494;b302;faringoconjuntivite viral;2025-10-04 02:54:51
495;b303;conjuntivite hemorrágica aguda endêmica (por enterovírus);2025-10-04 02:54:51
496;b308;outras conjuntivites virais;2025-10-04 02:54:51
497;b309;conjuntivite viral não especificada;2025-10-04 02:54:51
498;b330;mialgia epidêmica;2025-10-04 02:54:51
499;b331;doença de ross river;2025-10-04 02:54:51
500;b332;cardite viral;2025-10-04 02:54:51
501;b333;infecção por retrovírus não classificada em outra parte;2025-10-04 02:54:51
502;b334;síndrome (cardio-)pulmonar por hantavírus [sph] [scph];2025-10-04 02:54:51
503;b338;outras doenças especificadas por vírus;2025-10-04 02:54:51
504;b340;infecção por adenovírus de localização não especificada;2025-10-04 02:54:51
505;b341;infecção por enterovírus de localização não especificada;2025-10-04 02:54:51
506;b342;infecção por coronavírus de localização não especificada;2025-10-04 02:54:51
507;b343;infecção por parvovírus de localização não especificada;2025-10-04 02:54:51
508;b344;infecção por papovavírus de localização não especificada;2025-10-04 02:54:51
509;b348;outras infecções por vírus de localização não especificada;2025-10-04 02:54:51
510;b349;infecção viral não especificada;2025-10-04 02:54:51
511;b350;tinha da barba e do couro cabeludo;2025-10-04 02:54:51
512;b351;tinha das unhas;2025-10-04 02:54:51
513;b352;tinha da mão;2025-10-04 02:54:51
514;b353;tinha dos pés;2025-10-04 02:54:51
515;b354;tinha do corpo;2025-10-04 02:54:51
516;b355;tinha imbricada;2025-10-04 02:54:51
517;b356;tinea cruris;2025-10-04 02:54:51
518;b358;outras dermatofitoses;2025-10-04 02:54:51
519;b359;dermatofitose não especificada;2025-10-04 02:54:51
520;b360;pitiríase versicolor;2025-10-04 02:54:51
521;b361;tinha negra;2025-10-04 02:54:51
522;b362;piedra branca;2025-10-04 02:54:51
523;b363;piedra negra;2025-10-04 02:54:51
524;b368;outras micoses superficiais especificadas;2025-10-04 02:54:51
525;b369;micose superficial não especificada;2025-10-04 02:54:51
526;b370;estomatite por candida;2025-10-04 02:54:51
527;b371;candidíase pulmonar;2025-10-04 02:54:51
528;b372;candidíase da pele e das unhas;2025-10-04 02:54:51
529;b373;candidíase da vulva e da vagina;2025-10-04 02:54:51
530;b374;candidíase de outras localizações urogenitais;2025-10-04 02:54:51
531;b375;meningite por candida;2025-10-04 02:54:51
532;b376;endocardite por candida;2025-10-04 02:54:51
533;b377;septicemia por candida;2025-10-04 02:54:51
534;b378;candidíase de outras localizações;2025-10-04 02:54:51
535;b379;candidíase não especificada;2025-10-04 02:54:51
536;b380;coccidioidomicose pulmonar aguda;2025-10-04 02:54:51
537;b381;coccidioidomicose pulmonar crônica;2025-10-04 02:54:51
538;b382;coccidioidomicose pulmonar não especificada;2025-10-04 02:54:51
539;b383;coccidioidomicose cutânea;2025-10-04 02:54:51
540;b384;meningite por coccidioidomicose;2025-10-04 02:54:51
541;b387;coccidioidomicose disseminada;2025-10-04 02:54:51
542;b388;outras formas de coccidioidomicose;2025-10-04 02:54:51
543;b389;coccidioidomicose não especificada;2025-10-04 02:54:51
544;b390;histoplasmose pulmonar aguda por histoplasma capsulatum;2025-10-04 02:54:51
545;b391;histoplasmose pulmonar crônica por histoplasma capsulatum;2025-10-04 02:54:51
546;b392;histoplasmose pulmonar não especificada por histoplasma capsulatum;2025-10-04 02:54:51
547;b393;histoplasmose disseminada por histoplasma capsulatum;2025-10-04 02:54:51
548;b394;histoplasmose não especificada por histoplasma capsulatum;2025-10-04 02:54:51
549;b395;histoplasmose por histoplasma duboisii;2025-10-04 02:54:51
550;b399;histoplasmose não especificada;2025-10-04 02:54:51
551;b400;blastomicose pulmonar aguda;2025-10-04 02:54:51
552;b401;blastomicose pulmonar crônica;2025-10-04 02:54:51
553;b402;blastomicose pulmonar não especificada;2025-10-04 02:54:51
554;b403;blastomicose cutânea;2025-10-04 02:54:51
555;b407;blastomicose disseminada;2025-10-04 02:54:51
556;b408;outras formas de blastomicose;2025-10-04 02:54:51
557;b409;blastomicose não especificada;2025-10-04 02:54:51
558;b410;paracoccidioidomicose pulmonar;2025-10-04 02:54:51
559;b417;paracoccidioidomicose disseminada;2025-10-04 02:54:51
560;b418;outras formas de paracoccidioidomicose;2025-10-04 02:54:51
561;b419;paracoccidioidomicose não especificada;2025-10-04 02:54:51
562;b420;esporotricose pulmonar;2025-10-04 02:54:51
563;b421;esporotricose linfocutânea;2025-10-04 02:54:51
564;b427;esporotricose disseminada;2025-10-04 02:54:51
565;b428;outras formas de esporotricose;2025-10-04 02:54:51
566;b429;esporotricose não especificada;2025-10-04 02:54:51
567;b430;cromomicose cutânea;2025-10-04 02:54:51
568;b431;abscesso cerebral feomicótico;2025-10-04 02:54:51
569;b432;abscesso e cisto feomicótico subcutâneos;2025-10-04 02:54:51
570;b438;outras formas de cromomicose;2025-10-04 02:54:51
571;b439;cromomicose não especificada;2025-10-04 02:54:51
572;b440;aspergilose pulmonar invasiva;2025-10-04 02:54:51
573;b441;outras aspergiloses pulmonares;2025-10-04 02:54:51
574;b442;aspergilose amigdaliana;2025-10-04 02:54:51
575;b447;aspergilose disseminada;2025-10-04 02:54:51
576;b448;outras formas de aspergilose;2025-10-04 02:54:51
577;b449;aspergilose não especificada;2025-10-04 02:54:51
578;b450;criptococose pulmonar;2025-10-04 02:54:51
579;b451;criptococose cerebral;2025-10-04 02:54:51
580;b452;criptococose cutânea;2025-10-04 02:54:51
581;b453;criptococose óssea;2025-10-04 02:54:51
582;b457;criptococose disseminada;2025-10-04 02:54:51
583;b458;outras formas de criptococose;2025-10-04 02:54:51
584;b459;criptococose não especificada;2025-10-04 02:54:51
585;b460;mucormicose pulmonar;2025-10-04 02:54:51
586;b461;mucormicose rinocerebral;2025-10-04 02:54:51
587;b462;mucormicose gastrointestinal;2025-10-04 02:54:51
588;b463;mucormicose cutânea;2025-10-04 02:54:51
589;b464;mucormicose disseminada;2025-10-04 02:54:51
590;b465;mucormicose não especificada;2025-10-04 02:54:51
591;b468;outras zigomicoses;2025-10-04 02:54:51
592;b469;zigomicose não especificada;2025-10-04 02:54:51
593;b470;eumicetoma;2025-10-04 02:54:51
594;b471;actinomicetoma;2025-10-04 02:54:51
595;b479;micetoma não especificado;2025-10-04 02:54:51
596;b480;lobomicose;2025-10-04 02:54:51
597;b481;rinosporidiose;2025-10-04 02:54:51
598;b482;alesqueriose;2025-10-04 02:54:51
599;b483;geotricose;2025-10-04 02:54:51
600;b484;penicilose;2025-10-04 02:54:51
601;b487;micoses oportunistas;2025-10-04 02:54:51
602;b488;outras micoses especificadas;2025-10-04 02:54:51
603;b49;micose não especificada;2025-10-04 02:54:51
604;b500;malária por plasmodium falciparum com complicações cerebrais;2025-10-04 02:54:51
605;b508;outras formas graves e complicadas de malária por plasmodium falciparum;2025-10-04 02:54:51
606;b509;malária não especificada por plasmodium falciparum;2025-10-04 02:54:51
607;b510;malária por plasmodium vivax com rotura do baço;2025-10-04 02:54:51
608;b518;malária por plasmodium vivax com outras complicações;2025-10-04 02:54:51
609;b519;malária por plasmodium vivax sem complicações;2025-10-04 02:54:51
610;b520;malária por plasmodium malariae com nefropatia;2025-10-04 02:54:51
611;b528;malária por plasmodium malariae com outras complicações;2025-10-04 02:54:51
612;b529;malária por plasmodium malariae sem complicações;2025-10-04 02:54:51
613;b530;malária por plasmodium ovale;2025-10-04 02:54:51
614;b531;malária por plasmódios de macacos;2025-10-04 02:54:51
615;b538;outras formas de malárias com confirmação parasitológica, não classificadas em outra parte;2025-10-04 02:54:51
616;b54;malária não especificada;2025-10-04 02:54:51
617;b550;leishmaniose visceral;2025-10-04 02:54:51
618;b551;leishmaniose cutânea;2025-10-04 02:54:51
619;b552;leishmaniose cutâneo-mucosa;2025-10-04 02:54:51
620;b559;leishmaniose não especificada;2025-10-04 02:54:51
621;b560;tripanossomíase por trypanosoma gambiense;2025-10-04 02:54:51
622;b561;tripanossomíase por trypanosoma rhodesiense;2025-10-04 02:54:51
623;b569;tripanossomíase africana não especificada;2025-10-04 02:54:51
624;b570;forma aguda da doença de chagas, com comprometimento cardíaco;2025-10-04 02:54:51
625;b571;forma aguda da doença de chagas, sem comprometimento cardíaco;2025-10-04 02:54:51
626;b572;doença de chagas (crônica) com comprometimento cardíaco;2025-10-04 02:54:51
627;b573;doença de chagas (crônica) com comprometimento do aparelho digestivo;2025-10-04 02:54:51
628;b574;doença de chagas (crônica) com comprometimento do sistema nervoso;2025-10-04 02:54:51
629;b575;doença de chagas (crônica) com comprometimento de outros órgãos;2025-10-04 02:54:51
630;b580;oculopatia por toxoplasma;2025-10-04 02:54:51
631;b581;hepatite por toxoplasma;2025-10-04 02:54:51
632;b582;meningoencefalite por toxoplasma;2025-10-04 02:54:51
633;b583;toxoplasmose pulmonar;2025-10-04 02:54:51
634;b588;toxoplasmose com comprometimento de outros órgãos;2025-10-04 02:54:51
635;b589;toxoplasmose não especificada;2025-10-04 02:54:51
636;b59;pneumocistose;2025-10-04 02:54:51
637;b600;babesiose;2025-10-04 02:54:51
638;b601;acantamebíase;2025-10-04 02:54:51
639;b602;naegleríase;2025-10-04 02:54:51
640;b608;outras doenças especificadas devidas a protozoários;2025-10-04 02:54:51
641;b64;doença não especificada devida a protozoários;2025-10-04 02:54:51
642;b650;esquistossomose devida ao schistosoma haematobium [esquistossomose urinária];2025-10-04 02:54:51
643;b651;esquistossomose devida ao schistosoma mansoni [esquistossomose intestinal];2025-10-04 02:54:51
644;b652;esquistossomose devida ao schistosoma japonicum;2025-10-04 02:54:51
645;b653;dermatite por cercárias;2025-10-04 02:54:51
646;b658;outras esquistossomoses;2025-10-04 02:54:51
647;b659;esquistossomose não especificada;2025-10-04 02:54:51
648;b660;opistorquíase;2025-10-04 02:54:51
649;b661;clonorquíase;2025-10-04 02:54:51
650;b662;dicrocelíase;2025-10-04 02:54:51
651;b663;fasciolíase;2025-10-04 02:54:51
652;b664;paragonimíase;2025-10-04 02:54:51
653;b665;fasciolopsíase;2025-10-04 02:54:51
654;b668;outras infestações por trematódeos especificados;2025-10-04 02:54:51
655;b669;infecção não especificada por trematódeo;2025-10-04 02:54:51
656;b670;infestação hepática por echinococcus granulosus;2025-10-04 02:54:51
657;b671;infestação pulmonar por echinococcus granulosus;2025-10-04 02:54:51
658;b672;infestação óssea por echinococcus granulosus;2025-10-04 02:54:51
659;b673;infestações por echinmococcus granulosus, outras e de localizações múltiplas;2025-10-04 02:54:51
660;b674;infestação não especificada por echinococcus granulosus;2025-10-04 02:54:51
